payload_mass,payload_volume,target_orbit,deployment_mechanism
19324.520974499184,74.09854039853496,GEO,dispenser
13168.322060278651,41.66399030528005,LEO,dispenser
7147.686032368637,41.41127784551156,LEO,fairing
13199.177580933097,1.3277998987832893,GEO,fairing
6873.020803297493,5.553051010861819,polar,fairing
16869.527536697693,27.166565850934386,GEO,dispenser
8632.237760600365,33.16610304436465,GEO,fairing
2985.0421592654743,43.50743520650229,LEO,custom
16639.747804213388,8.652242368375433,LEO,custom
4587.608920176268,6.413002773397529,polar,custom
2885.2563656582024,30.434909887862606,polar,fairing
18975.27070282778,16.19009640803946,LEO,dispenser
14953.253433874628,41.432635488355984,GEO,fairing
19677.328777307735,66.60807669436268,polar,custom
6824.40374842748,63.4366021642117,LEO,fairing
17034.463849144537,69.29781665581557,LEO,dispenser
17651.119876138553,58.206145578076594,polar,fairing
13117.785228370678,42.29981244164873,GEO,dispenser
16866.200634602792,75.16979347074626,polar,fairing
5382.371458677907,4.327515567263799,polar,dispenser
13034.297543642382,27.788971898171706,polar,fairing
15782.01022031412,49.23596872125188,LEO,dispenser
4470.992620454473,59.67517829262804,GEO,dispenser
6285.050122422673,35.49285457201271,GEO,fairing
2033.8611110275824,40.63734660721949,GEO,dispenser
15283.167219803985,42.43466446050013,LEO,custom
7311.040652718722,25.778366378956683,GEO,fairing
9017.743151549788,6.855232028058515,polar,fairing
2778.9954150509047,13.503702488612065,polar,custom
17673.376864506077,6.268276446137724,polar,dispenser
3648.6908289643548,84.96511471038288,GEO,fairing
9244.389263715753,88.64630514494937,LEO,fairing
11627.521006301131,79.01377752196035,GEO,dispenser
6903.87836191517,78.33348266361547,polar,dispenser
3325.0492878445943,31.432199257396,LEO,custom
17178.727111849126,68.16722931775037,LEO,custom
16326.820333366475,99.10384838412752,polar,fairing
19801.214439214255,61.23642794318022,polar,custom
2218.08919271809,44.22488828446189,GEO,dispenser
4518.952319769354,17.38838331881683,polar,fairing
3009.0108696030757,73.95327449649253,polar,custom
1333.3086213909987,98.5231765931643,GEO,dispenser
8694.18566345907,72.21103702833713,GEO,dispenser
3194.8304566627135,58.02408834114854,LEO,dispenser
4735.5583365166,99.7968861983095,GEO,fairing
16614.756739516306,91.89543026545121,GEO,fairing
8997.202524976878,24.328137045660462,LEO,dispenser
3309.3228645458403,52.01313761857753,polar,fairing
19876.07337368519,13.175368306722685,polar,custom
11426.599476192512,58.63673292901557,GEO,fairing
9173.266500335658,38.24948833340508,LEO,custom
11528.952922922821,67.38353533456187,polar,custom
7627.242209979844,69.52241082164109,LEO,dispenser
11450.072210819748,40.05317691951737,polar,custom
16046.60761351425,96.37673894097976,LEO,fairing
7319.11638372387,33.85599383257839,LEO,dispenser
3901.292765418546,54.16273362466367,GEO,dispenser
1254.3161842059797,29.108729216349477,polar,dispenser
13963.975345951121,12.346524966534076,GEO,custom
10344.48813116302,82.4273784383431,polar,dispenser
9663.136604915466,98.70819602611309,GEO,dispenser
5670.476354369713,62.39451245828115,LEO,fairing
14407.417262095969,24.419839278533114,LEO,dispenser
13302.782279311894,52.45335508952609,LEO,custom
15565.293148908519,7.071431737577542,polar,dispenser
12346.717898935996,82.41235813642903,LEO,fairing
3155.393690536599,77.70409064208211,polar,custom
6771.455298932548,40.23057699065543,LEO,custom
10797.700956703025,15.42398061624646,GEO,dispenser
6122.517998346911,70.24200407472148,polar,fairing
4069.4008117255007,5.907658489087902,polar,custom
10816.011699815652,84.58498020972117,GEO,fairing
10624.98855058371,24.934931488256396,GEO,dispenser
3033.5585590175024,36.92051031256408,GEO,fairing
1659.4720222863746,1.756415796839185,GEO,dispenser
6270.73734607905,47.95834338467437,GEO,dispenser
19935.841207698868,31.891410896422833,LEO,dispenser
4333.393955314166,46.59198764920196,polar,fairing
16381.091293906373,3.9237626638714387,polar,custom
1234.9542316295353,62.369640170544365,LEO,custom
7450.440241675476,14.096789333570944,GEO,dispenser
3722.160635762056,65.20143529980302,LEO,dispenser
5460.662780373377,34.66294011182048,GEO,custom
4209.50397606733,86.89298623169135,LEO,custom
16023.724870996999,66.2934285520323,polar,dispenser
15798.196692257647,83.52064003425133,polar,custom
16355.72987479552,81.1420811916638,LEO,custom
19960.62880929093,70.683541206125,LEO,dispenser
17791.221227029062,7.36933177960897,polar,dispenser
12160.522409957468,8.878505046658308,LEO,custom
5279.75329527295,72.47754482567808,polar,custom
4974.732858895489,46.984165469354764,polar,dispenser
9877.747182966768,23.37824651285319,polar,custom
3554.020156835012,93.3963092104361,LEO,fairing
14255.54929515326,89.33950248751714,GEO,dispenser
4414.720414094718,43.236918710679,polar,fairing
6811.08910816333,47.25330150696072,GEO,dispenser
4039.276475298497,38.74620278356377,polar,dispenser
1668.6454641021994,32.719094406575444,polar,custom
8978.817903130092,2.4185313516088796,LEO,fairing
5377.827013231833,80.37004728967693,polar,dispenser
17272.652144844993,69.15537139595872,polar,custom
6858.66837288616,82.89136122310593,polar,fairing
17503.958601592178,78.46303876191101,LEO,fairing
16594.602058579694,26.65367700089122,GEO,custom
9623.02249567256,39.111509752945125,LEO,dispenser
4313.586902717958,84.1181580477357,LEO,fairing
15512.848565542512,70.62711078182865,GEO,fairing
1539.3818652831756,94.39766418702207,GEO,custom
10698.939106143704,27.788822451986196,polar,custom
2802.130582721643,11.576540854244792,GEO,dispenser
19524.982089127116,82.42897911253695,polar,custom
8558.980663462728,55.685263318705914,LEO,dispenser
8107.700250437143,80.55195617056187,GEO,dispenser
16744.254428864093,55.44704667089696,GEO,fairing
4073.9622551780267,20.779309231655002,LEO,fairing
12448.783495110214,79.19969574058769,polar,fairing
19286.143915545057,25.426243694792632,LEO,custom
10741.689776577003,12.54526192237846,GEO,dispenser
12094.092880577376,50.328421893561256,LEO,custom
15713.93652337475,11.209142634415782,polar,dispenser
1322.1760540881978,75.44554381304991,GEO,custom
7228.252568424702,29.565581913657162,GEO,custom
18733.86309283057,79.01215608211949,LEO,custom
13737.450947203743,77.76092095205989,polar,custom
11726.12041387717,92.73922550366471,GEO,fairing
7068.189424249955,21.168715155959113,GEO,fairing
9369.05782826007,58.589484496300756,GEO,fairing
19612.056325332604,29.53602041810054,LEO,fairing
18842.702775235957,16.496229602225036,GEO,fairing
9921.872709495832,9.389192525251019,LEO,custom
17430.98285407238,48.898345238829975,GEO,dispenser
19705.176064427476,31.354393890155876,polar,fairing
11056.288087227,47.110679128225655,GEO,custom
9716.229921186587,22.880645142059198,GEO,dispenser
3916.8560652860806,61.37856014266127,LEO,custom
19199.821486607318,78.36938385187591,LEO,dispenser
19378.947446233928,40.38058519962285,GEO,fairing
14475.81054641955,37.371716093283574,polar,fairing
8726.59232374053,45.83228875973819,LEO,fairing
12912.037147247343,83.0275913905105,LEO,custom
17020.727019535298,22.88899246140355,GEO,fairing
19008.173333539024,35.55205392780621,GEO,custom
7114.005170565343,36.456365407689205,GEO,dispenser
1095.8503547468858,76.59941790651389,polar,custom
5502.331255997507,85.5632774985597,polar,custom
17141.49410576072,25.044598784035816,LEO,dispenser
19227.80948228631,48.58350143602896,polar,fairing
17285.88733535402,1.3833976689017984,polar,fairing
10053.556660033819,54.06982043622828,polar,dispenser
15804.179976409328,33.0330471542689,GEO,custom
18145.422571872008,76.24429306908566,polar,custom
2786.94524912143,80.4690717503158,GEO,custom
14910.97923354813,55.93146967784824,GEO,dispenser
8843.86047384316,25.63329820389758,polar,dispenser
12611.075556307203,33.00628222587952,polar,custom
7934.479650092954,58.778344621108495,polar,custom
15196.902169730261,14.966434233980392,GEO,fairing
15116.3614411497,8.613352371493397,LEO,dispenser
18367.96282726237,91.24220560382756,GEO,custom
7595.471219917234,69.35445621785989,GEO,custom
2032.1300613254957,2.446468068237333,polar,dispenser
11571.282382488838,39.173351931918205,GEO,custom
13380.916824898397,70.11690404686048,GEO,dispenser
6338.692208411483,27.69438683515546,GEO,custom
17172.66923337963,49.8756105325928,polar,dispenser
15715.38743458246,31.58131396504124,polar,fairing
3776.919735520297,87.69910462641364,GEO,dispenser
7602.737855586479,39.60813141871352,LEO,fairing
1827.2097589042182,75.80527362502367,LEO,dispenser
9042.140448673843,95.57529489982554,polar,custom
7215.965626993007,56.017134387584925,polar,custom
11458.341672821029,63.348284554745725,polar,fairing
2454.1356117910777,55.754710782676725,LEO,custom
11859.745846319092,75.06428063484772,GEO,custom
19280.66545267039,92.86548526817865,LEO,fairing
11085.984214846692,66.87945993345248,polar,custom
13995.482779092907,1.4154828262554378,GEO,dispenser
12214.885171373888,27.278651410870232,polar,custom
1851.2316538979992,24.454144418044475,GEO,fairing
10005.450244276939,65.84623267187247,LEO,dispenser
14635.326704898105,10.94779132403866,LEO,fairing
18802.11401526408,22.241972093331412,LEO,custom
9216.361857401847,98.32688378793227,LEO,dispenser
19589.54112288928,30.562753013252145,polar,fairing
5692.5720293998,78.85892552937793,LEO,dispenser
19235.103316900033,59.24803877972173,polar,custom
19455.29177398371,92.01757358540414,LEO,dispenser
4336.830692534489,10.596144231813009,LEO,fairing
1405.4036589423415,83.11888046286185,polar,dispenser
15904.470775590997,2.443644566353236,polar,fairing
6199.156926325694,25.721233401435978,LEO,custom
1226.919810485355,10.10464782175527,LEO,custom
19901.842169340358,16.68059657903692,LEO,dispenser
1940.0065140473864,88.54147115720892,GEO,custom
4998.113868870842,9.01984652859665,GEO,dispenser
16386.78896430036,32.248585911596805,GEO,dispenser
5708.740902710857,71.8409433274539,polar,fairing
7048.201007915812,88.24951629990383,GEO,fairing
6543.915099739479,14.413101532485088,polar,dispenser
18736.823209615424,47.04729369052762,polar,custom
15937.950438449956,93.08179214471726,polar,custom
18377.48884733115,92.40751821391964,GEO,custom
9673.3466416094,55.42381712586566,GEO,fairing
6630.246177897986,57.93188849677225,LEO,dispenser
14129.971194398848,13.006529546600502,polar,fairing
16576.465587729304,28.664812345533193,polar,custom
5010.807405562952,81.6681489209546,polar,dispenser
8214.043941378875,56.06998824603274,LEO,dispenser
8899.405232129558,98.18543368026312,LEO,fairing
13014.147021396788,92.70856803333722,LEO,dispenser
14448.504200495112,20.291920792410412,GEO,fairing
19414.922410130694,96.01715174803105,polar,dispenser
7903.545452174543,30.881369269838633,LEO,dispenser
11812.465355879676,72.47044696336975,polar,custom
16102.948423912114,47.69192822460835,LEO,custom
17149.64337673203,72.75760378404428,GEO,custom
4098.259943394214,21.000016315376776,GEO,dispenser
8231.882923311714,8.74394731306414,LEO,fairing
6272.7882963218335,95.08579657022776,GEO,fairing
10085.560594342602,42.63689668575059,LEO,fairing
7670.174633893255,12.841063529842838,polar,custom
8214.108285873179,46.67923985702302,LEO,fairing
6789.4109521076925,4.090501088504313,LEO,dispenser
4502.772563540626,18.5938595019614,GEO,dispenser
2984.051435297828,96.35246327024558,LEO,dispenser
2073.7995362026772,36.83299762121928,GEO,fairing
5355.049655829609,86.96467120985982,polar,custom
12691.514101824247,62.894117764456674,GEO,dispenser
14777.994231284201,76.56936348146155,GEO,dispenser
14979.016485964376,48.149400401855395,LEO,custom
9895.56671054836,94.92927028055546,GEO,fairing
18710.050334996515,34.556001133078915,GEO,custom
4535.429389903331,12.877084653127646,GEO,dispenser
3692.647144467665,69.27695447446881,polar,custom
4118.954270802261,65.06137312566821,GEO,custom
14198.399395723443,48.82551040425831,GEO,fairing
19479.44899758103,4.132857588202044,polar,custom
18023.54351929332,26.832479876790647,polar,custom
7966.479330262597,42.567322131992256,GEO,custom
18118.980382339512,6.2182866941142905,polar,custom
10715.9975361474,52.849466249175364,polar,dispenser
12420.764175248365,65.24137982653662,polar,dispenser
19448.300082880916,74.93682707627381,GEO,custom
18441.822995789134,20.738998821754933,GEO,custom
3492.008467479469,92.92827427853108,polar,custom
12427.391862326516,32.644540162925196,LEO,dispenser
7751.109478335095,62.66866875581097,GEO,fairing
14785.418118614662,82.60394405053025,GEO,custom
16047.691895357215,21.37969403767607,polar,dispenser
9595.29888534899,52.61533419192991,polar,custom
10852.31803275909,82.78592678380322,GEO,custom
3685.8176064861523,53.37012314498941,LEO,dispenser
6411.550103588998,90.59359972204066,LEO,fairing
12293.34755076098,76.67742864571184,LEO,fairing
14822.213577656363,94.25694018677125,LEO,dispenser
7587.653585668829,48.8863955649556,GEO,dispenser
3036.750602224938,21.082717480025597,LEO,custom
16616.79392272734,82.33653315634277,polar,custom
14699.261338205808,24.65370167521459,polar,dispenser
16579.8477112284,5.678467565411634,polar,dispenser
1921.3804167906014,92.765193772435,polar,fairing
6689.948078425325,18.811758040396057,polar,custom
11145.389673336846,38.10549902296151,polar,custom
2545.9810410567025,80.97936044902538,polar,custom
3945.4444620415297,15.593880749321125,LEO,dispenser
12435.886113827146,35.745330775118404,LEO,custom
5551.149959177374,11.92283012648462,polar,custom
19160.553025909892,60.56463392186016,GEO,dispenser
14207.95781807265,26.082684488758293,GEO,fairing
9274.338073261308,9.827496679925764,LEO,dispenser
6625.99451339348,94.7199044970364,polar,fairing
18691.93217008403,39.24928829740179,LEO,custom
14977.949355094206,64.86203990201196,GEO,fairing
14861.186655604784,95.93356767615654,LEO,fairing
1073.3570782978973,22.169283297055713,LEO,custom
14451.790276377353,87.28817701808192,LEO,dispenser
13322.503893276466,58.85961327708527,GEO,dispenser
12976.398318785057,92.57191896380263,polar,fairing
1493.7773577959856,81.69451176485966,LEO,dispenser
7947.2450640125235,56.1706504691869,polar,fairing
16047.489102901734,80.5606573009352,GEO,custom
6995.342779016877,3.6326455283237715,LEO,fairing
9003.12570138619,49.48861110486666,LEO,fairing
12066.47883742463,75.8232982392375,GEO,dispenser
1421.7428315877874,5.594963221773765,GEO,dispenser
13364.484849348068,73.13267636408683,GEO,dispenser
16035.67306661557,54.53601285876488,GEO,fairing
17290.467440783148,82.01274644692563,LEO,fairing
17316.758841335177,10.621770724389673,polar,custom
3017.9429579982043,89.59039530274212,GEO,fairing
11726.5873523589,16.776984336463833,GEO,dispenser
2678.250520604607,7.066855733108763,polar,dispenser
14110.46374419964,41.322273311590216,GEO,dispenser
11966.393205962353,91.11101466313046,LEO,fairing
4281.431194736201,82.17964351674881,LEO,fairing
6080.551998250941,98.91294546450709,polar,dispenser
18118.71662508898,77.09437778938194,LEO,fairing
15269.87122923696,80.02950192065246,GEO,fairing
2426.6852609311036,66.79756741720374,GEO,fairing
8588.268050468405,39.18013831848429,GEO,dispenser
17462.120195643984,61.63948566345258,GEO,dispenser
17956.073374900487,61.128435868006676,polar,fairing
1452.3972294583527,27.003818868148336,GEO,custom
3412.746587669119,23.055889707605946,LEO,custom
17657.52105831331,80.94853446195509,LEO,custom
19158.049046229244,13.098619977835861,GEO,custom
11225.740750226734,97.8757072084768,GEO,dispenser
17446.366701672683,86.74879132988384,GEO,dispenser
13090.03065757806,30.90070394609749,polar,fairing
13103.300082301284,40.100338797421884,GEO,custom
7878.734370102999,18.289038719440494,polar,fairing
14697.528280998185,49.29859767355958,polar,dispenser
10038.277468006012,11.37692981709236,GEO,dispenser
5201.158768893844,87.45625513336306,polar,fairing
12464.53684796823,98.15795219235683,polar,dispenser
15962.62779044253,19.70001592697044,LEO,custom
10141.74527470626,68.3621447340619,polar,custom
12369.564844308235,90.50922773687263,polar,custom
9175.941948854183,47.77083787553846,polar,dispenser
11261.148761740878,57.24553746258226,LEO,custom
1698.8416689916653,54.809368615543235,LEO,custom
4726.450905970878,9.982770744966102,LEO,dispenser
17871.949913264096,47.82424631622659,LEO,custom
19362.909967144114,56.84787596673466,LEO,custom
5955.3205516144335,82.74417073398851,GEO,fairing
12024.063620112243,55.12244535896438,GEO,fairing
18405.575347023416,57.62615445809285,GEO,dispenser
4586.203576409276,12.615192760354894,polar,custom
11974.575364556882,42.17654333584168,LEO,fairing
7318.5420135893555,61.17622797897155,GEO,dispenser
12146.084305600654,67.49448673063617,polar,custom
14841.994535608774,48.14431114571446,polar,dispenser
7505.805239625232,88.20292538005532,GEO,fairing
9275.55272263489,86.96162360971653,LEO,dispenser
3401.6083110738577,87.52777537641973,LEO,fairing
17435.963121196128,80.01481979102152,GEO,custom
19535.23937038475,46.86431723068657,GEO,custom
19991.302782835814,81.4497094267552,polar,fairing
16230.102046317783,17.15988160955959,LEO,custom
4627.422895500523,57.33992605139734,LEO,fairing
9684.158601571107,88.21330672889886,polar,fairing
4348.566301467642,6.058671063393749,GEO,fairing
7813.953777827232,12.097173442926723,GEO,fairing
11813.495317967894,72.07021806153149,GEO,custom
2090.8027536565796,52.48908011938762,polar,dispenser
6990.477035922102,90.12263642222848,polar,custom
8585.676239456712,43.71838981609544,LEO,dispenser
18258.181888579227,59.17796081890776,polar,custom
18681.903935811708,36.538355197896166,LEO,dispenser
4033.3830565539156,64.80771905553125,GEO,fairing
17478.399269608275,79.57445991649273,LEO,custom
11005.176034646132,69.3673212774172,polar,fairing
17644.755183847796,35.51780473272807,polar,custom
3763.157177930942,93.00726624622037,LEO,custom
15945.888735750737,80.06003031170708,GEO,custom
17571.053431486795,35.48441725344658,polar,dispenser
2492.6013449930556,74.52389746764646,GEO,fairing
14627.41228719158,29.145794328396757,LEO,dispenser
1514.5468285870343,14.970908018885147,polar,custom
8396.589388055927,43.345065770057566,GEO,custom
13034.001797732986,42.209671627857574,polar,dispenser
7191.923278014098,89.05622686075911,LEO,fairing
4064.0184185483063,24.50044187425696,LEO,fairing
12090.813880126541,55.297265503994055,LEO,custom
2076.140927197051,63.26466183495683,polar,fairing
6888.785371099789,68.50629110953807,polar,fairing
13744.91141266239,90.46822117057096,polar,fairing
5435.397314509746,76.82549736117417,GEO,custom
4458.486762910759,74.6598364212805,GEO,custom
12202.245983500683,11.835239697212193,polar,custom
12500.784147414286,15.090363480941829,polar,fairing
17049.36811606013,43.555832244815775,LEO,custom
2084.827047037598,70.50648636596219,LEO,custom
19613.523664613902,8.445536340083967,GEO,fairing
7845.325737284891,36.55824302708113,LEO,dispenser
10561.432592834282,31.61302112091374,GEO,dispenser
11138.086304249042,38.389574749949574,polar,fairing
8162.054556815932,64.39407832387403,LEO,dispenser
13862.929338552807,70.07945277078652,GEO,dispenser
3653.892168809909,54.7780218865395,LEO,custom
1740.8400207052525,14.600026250256263,GEO,fairing
3585.592390110165,91.18424538115268,LEO,custom
8510.81618459929,24.819985720212088,polar,dispenser
17808.625899589853,73.19969500321584,GEO,dispenser
18720.254213652534,23.563679358586747,GEO,custom
1899.625670486455,78.67860208928398,LEO,dispenser
8975.953742626778,12.115435326835668,GEO,dispenser
11534.16007342516,33.143610214570295,polar,fairing
13714.716687004873,89.26930842053265,LEO,fairing
15022.728726131036,1.3426245315908738,polar,custom
2603.8832956938304,72.25762316758679,GEO,fairing
12305.4514581208,26.606945030381198,polar,fairing
18619.59431881472,47.32214032232008,polar,fairing
10966.285958076678,99.54618129268484,GEO,custom
19668.605104628703,75.44709762162921,GEO,fairing
6491.5100977612165,26.232288056387635,LEO,fairing
5696.2916024035,76.81747123328822,GEO,fairing
8902.827250638416,17.597678106165947,LEO,fairing
13753.599039479857,98.7292942698468,polar,fairing
19165.684853501145,84.16685399840848,GEO,custom
18044.492800680477,49.767939881851575,GEO,dispenser
9632.261773263386,61.286740550518736,LEO,fairing
6030.673569067496,80.85562879523933,LEO,custom
18436.178545411418,86.51279857878643,GEO,fairing
13244.117645768232,91.5266877535668,GEO,dispenser
19680.982641385926,54.966550542572826,LEO,fairing
3655.4732798482114,83.00578346142811,GEO,dispenser
18794.131329761523,1.2749668226357183,GEO,custom
5977.598687937616,77.98542759877078,polar,custom
8993.741248201091,38.53586276460199,GEO,dispenser
6851.629655566835,58.1663464700543,LEO,dispenser
4703.843638512788,25.611997367740802,GEO,dispenser
3943.838971345113,76.41562006264716,polar,custom
17210.792721903887,78.26539899186778,polar,fairing
2301.820998262982,97.63773743942679,GEO,fairing
16853.950610861044,64.32815492640975,LEO,custom
15282.081576956425,4.967054819079559,polar,custom
13127.522785314886,64.88722676405979,GEO,dispenser
14741.060872623291,39.23963280263545,LEO,custom
6368.238070605936,35.54312233253937,LEO,custom
15996.543407035564,55.65313542697156,polar,fairing
8422.741724363988,16.895484738755343,LEO,fairing
16445.272049125022,15.061086737583178,LEO,custom
1288.6140559834748,10.27735318200556,LEO,dispenser
10630.36405502242,84.3360327068814,GEO,fairing
2289.3744858805344,36.55101847171312,polar,dispenser
16043.526634940637,87.79538856176143,LEO,dispenser
6064.106883827467,70.65496128921039,LEO,custom
11760.215845217335,4.993411929662596,polar,custom
4176.664312617372,18.471677625648784,polar,dispenser
13829.255835157732,88.45995471474804,GEO,fairing
14280.992772657133,32.41064112285065,LEO,fairing
8880.813889142959,58.197441088585705,LEO,dispenser
17497.393301777414,83.37941000081531,GEO,custom
14957.114877808062,34.99234501680785,GEO,dispenser
14283.80581255819,39.683071247974624,polar,fairing
16083.897874951756,38.1919924708437,polar,fairing
8738.980635831362,22.34089843070706,GEO,dispenser
16010.888090194225,91.51164982648517,polar,custom
3887.1418440058114,1.4293821001724172,LEO,custom
1901.4510632572733,40.05445310236251,polar,custom
9357.83682649414,86.20064969844998,LEO,dispenser
19346.03073325465,61.10121838637536,GEO,fairing
2851.855149300469,33.614059251525006,GEO,dispenser
3425.73147417023,55.02553826352353,LEO,dispenser
4842.60171092485,80.00771946118999,polar,custom
15965.399162370064,77.27789220837263,polar,custom
7736.082646229367,26.839945060112193,LEO,custom
6609.294162720325,59.33617161280839,polar,custom
18334.52924140895,40.00313822252,GEO,dispenser
3347.0284427359675,15.329994795192448,polar,custom
15321.067535252032,59.6351032600685,LEO,fairing
17340.412718538963,16.46375191426192,GEO,dispenser
17323.61614483034,10.531796664878014,polar,custom
7240.585118753393,61.42273178995946,GEO,custom
18367.157965073224,66.18339389191182,polar,custom
15452.645555541132,50.68387641411822,LEO,dispenser
9314.36286613569,23.738677114882638,LEO,dispenser
1712.9481952529816,70.10095821686008,LEO,custom
7545.20527355891,80.10194887698019,polar,fairing
16701.972346882405,86.74119139672166,GEO,dispenser
2122.5026005860677,4.125852781339527,polar,custom
1014.3345816346053,71.21144646044915,LEO,dispenser
6535.333365892369,10.296009939282564,LEO,custom
18889.480290839965,52.27245068098022,GEO,dispenser
3900.9747663708877,68.038356844671,GEO,fairing
9876.143991087072,56.563904302387506,GEO,custom
12472.931653160078,44.40741941659993,GEO,custom
5936.770417612023,28.68138546478371,polar,dispenser
10254.63351933838,22.636176811529094,LEO,fairing
3218.419760322579,50.380144687997195,GEO,dispenser
12370.903124174332,50.18037498112145,GEO,custom
10823.991874888732,46.245971532185116,GEO,custom
7495.156880427893,67.30941418442963,GEO,dispenser
3702.3227098309753,63.937349503289155,LEO,fairing
7450.777064930022,89.83431490701147,polar,fairing
11850.327370809859,22.195215131208297,GEO,fairing
19619.321576547027,20.578558976173248,GEO,custom
3821.2713822841415,59.635059676217864,LEO,custom
15167.137167895598,45.42795641451244,LEO,custom
14903.813248509183,31.48656709543862,polar,fairing
10458.919274119293,56.22776220601383,polar,dispenser
16108.123188015157,79.30207315175807,GEO,fairing
10798.861605425205,87.18319811526501,polar,fairing
9750.318151136791,29.293671075548062,LEO,dispenser
7417.783331520341,61.671448143104165,GEO,custom
10020.080389671917,30.298224194894885,GEO,custom
18635.62507829893,39.89994030444149,LEO,dispenser
16536.45953082834,26.40333007539261,polar,fairing
16184.921373014033,59.48033913477631,polar,fairing
18767.401332855166,35.93109004459143,GEO,fairing
6826.7499248652175,82.5793836210998,polar,fairing
4221.767675559502,97.26101895950934,GEO,fairing
1840.3400176317768,68.8481594660413,polar,custom
17273.20818693424,82.34662972682523,GEO,custom
8436.751212742241,78.31846420033536,GEO,dispenser
17429.857407394076,46.59329630405816,polar,custom
14911.793017502021,53.544635608115804,LEO,fairing
4531.7200630522075,78.8455338887002,LEO,custom
7936.601979583901,82.06025569935454,GEO,dispenser
10471.824181849783,59.709416054102164,GEO,custom
14527.656416607679,49.56772863710821,GEO,fairing
7073.278575432259,2.4016996749044925,polar,dispenser
14262.777786493549,64.07962806608363,polar,fairing
17367.349389478826,29.24491707878878,GEO,dispenser
13725.614480313414,11.946039320792815,GEO,fairing
10597.454336154526,96.52302256781229,LEO,custom
7009.450121131057,37.046697876077836,polar,dispenser
16206.877674709278,31.930090756001682,polar,custom
19124.718541521877,73.75268784020913,LEO,fairing
11620.732101402362,76.579120047504,GEO,dispenser
1559.5418514361884,72.79651649770202,polar,custom
11705.594421499854,68.64937305474761,LEO,custom
2825.4205697715806,36.57191616805199,GEO,custom
5415.45337932051,74.09709407940109,GEO,custom
17933.63436035028,80.60886581842539,GEO,fairing
8442.16002229786,61.504707119208966,polar,custom
6230.150253561349,23.063231080724453,GEO,custom
18425.653453902287,41.94618194285094,GEO,dispenser
9918.882415517779,74.69741536145573,polar,fairing
17050.354863118628,73.39174760622426,GEO,dispenser
6800.419819402085,33.41084105168347,LEO,dispenser
5543.1180380736005,18.720207239604793,LEO,custom
3491.0230489277537,19.110117385422672,GEO,custom
16987.825265591135,69.50566739667332,LEO,fairing
7777.096475930118,10.732388726319405,polar,dispenser
15534.080918864584,42.00265659403356,polar,custom
17973.112328108466,95.74457637610486,polar,custom
9240.404973737734,90.7538535749639,polar,dispenser
18176.66389355954,54.629520846689466,GEO,custom
9144.460414848563,64.36628744263123,GEO,custom
15463.362661337485,83.19911266793451,LEO,fairing
19330.173885757922,38.49821195410551,LEO,fairing
10826.147111050432,93.1711411761958,polar,dispenser
5628.21326452533,78.10377593192705,GEO,fairing
12806.409618828333,7.959903034576994,LEO,fairing
18627.630541572933,70.24163791242957,LEO,custom
13662.415038657691,67.452357495345,polar,fairing
4808.086518138251,75.33049348848155,GEO,custom
14368.37629918082,79.48733988908926,GEO,fairing
17862.451184122263,42.42766202114324,GEO,custom
1028.9176805609784,75.95716634770334,polar,custom
6444.285561840584,2.1659522850875046,GEO,dispenser
13417.697885348833,84.79115595192148,LEO,fairing
15173.067009237442,13.603931601315047,polar,fairing
17971.086473628027,83.21093278558693,polar,fairing
10318.849859387332,14.055348476848213,LEO,dispenser
10896.202564705824,97.81520601261626,LEO,custom
6432.331645276674,2.352847027581046,LEO,dispenser
1221.6160807324122,36.32403956183925,polar,dispenser
3290.033507821977,46.235714964801126,LEO,fairing
3129.644929017977,88.37379852535183,polar,dispenser
12665.195989350572,16.372747482994697,polar,fairing
2616.4056952336314,75.06944951679536,polar,dispenser
17060.36024899754,2.1106708823756795,polar,dispenser
3732.695483297967,39.945296765398865,polar,dispenser
2158.3229771958795,92.78734870778392,GEO,custom
1332.4358516716072,95.0387640907748,LEO,custom
8081.618898468002,61.10929663406852,LEO,custom
9076.252328727638,22.84013269365075,polar,fairing
3272.864475388319,43.49483666652549,LEO,dispenser
16967.652934162186,59.41990568590445,LEO,custom
6912.936002776561,14.177582433898024,polar,custom
18148.531969795753,13.109168636911535,GEO,custom
9755.871447394451,91.08009412755538,polar,dispenser
1541.2133306129986,23.74259751112003,LEO,custom
8155.999530777246,69.7146062731372,LEO,dispenser
14481.485900212314,7.578587734242498,polar,fairing
13033.290570162328,42.75537560723453,GEO,dispenser
8780.167980262082,49.7606557391923,GEO,custom
2682.2169135054155,31.255972433195982,GEO,fairing
5046.039384308806,57.813855246477154,LEO,dispenser
8750.64084026781,78.1797126075972,GEO,dispenser
16230.537465319961,47.9413335004249,polar,fairing
1588.8833354086291,84.20545827774404,polar,custom
14240.776519822619,8.549664783044085,GEO,fairing
10677.723445672287,56.42465653063321,LEO,dispenser
11802.109445551598,60.546276237480335,polar,fairing
11531.145533758321,28.932595589981013,GEO,dispenser
13279.754898028792,53.29384291455671,LEO,fairing
5315.544486054132,53.06491229016697,GEO,dispenser
3596.3489967315327,42.42404590737039,LEO,fairing
16595.413695209434,98.06480995894086,polar,fairing
12654.815412313263,96.16306879617792,LEO,dispenser
17853.494967108523,50.751764528678,GEO,custom
11526.907247162162,7.9283861594433755,LEO,custom
