fuel_costs,manufacturing_costs,operational_costs,maintenance_costs,insurance_costs
612296.0081199354,9931503.827830873,4033812.08546028,298363.00674710213,568344.7922845939
807183.9645624405,19372890.488233216,1977935.923279991,322479.72158857336,951030.0810877483
90855.19062891376,4822681.646105282,3477507.4246622464,629875.1229798009,612968.0164027626
852576.0332201764,11145560.958544085,4526632.406693187,938933.3983942403,2409718.884331137
587244.231886281,5042665.843698811,2325950.306946912,890332.5161942336,419917.1131047135
632645.2583414303,10580862.809301449,3315409.8689552657,255788.9480767426,3510694.0791244474
265552.72035175393,11985975.010977684,2085099.1677200436,913979.9961609105,4701341.349630722
110695.24424623058,6546224.704984971,3810922.7890772494,506891.7004753346,3491499.8122123214
342514.83331377414,14853181.506816763,4607033.449069029,723717.0367446912,2704235.5873108045
374278.10105146794,4955979.261885626,1891047.2844190712,596806.1839987336,723269.8998341322
845403.8819269094,5234097.861871827,1784406.484271829,926234.3715258618,2104948.52424156
664818.381010999,16009826.536668053,4777172.281787581,744596.3274531239,1705579.3377780872
675597.6860047086,14593170.743194913,1113730.7128296942,388515.7975424905,4522360.270993906
283258.0810960772,8444424.404089857,1890900.6811243861,349659.9876394422,3472810.8235464813
915487.5821805277,6239912.572954948,1025174.6331409137,603521.7350119143,3683471.503447205
766652.6939439161,9082704.59573858,624573.1788368864,305716.9893728477,3598432.617458005
990461.3313041569,10747227.375491658,2696938.001973842,851115.6513579069,4185886.1454964373
187705.06675737427,4684462.078254655,1664914.017909839,482114.58206434903,4669016.553185809
216601.54324291061,17283082.790148202,3452434.4891561875,420699.0743395955,3942840.5725867613
193921.17780581952,11549155.676419713,3242396.1622248623,270530.05850035173,2200706.5086813816
78314.88122163934,17508469.508738466,615239.500048897,117028.71570855177,4631197.286502621
626944.9244844404,15487118.90013532,3016837.0214025797,868275.6023440274,776506.9744392993
189859.98574620258,14824711.087260285,2108949.0810274864,874320.773421291,1943569.1536702965
170980.86195541295,4582454.672675168,3826581.333626301,454599.8663981754,1200692.0016114856
163321.83980018395,16619903.418983843,3065032.6517125703,716236.9816943096,2162111.7667018375
983753.6475011279,4047026.543944493,2748015.232352221,794903.2292813808,4303231.917595304
96526.84506313682,17007222.34105719,767143.3238263682,329954.44599031325,2645676.0361459753
454004.60383160075,19541996.840816215,1810999.5556503378,289899.62710849196,1153963.8359322879
956557.8565421904,18974005.029050875,1617978.4381233645,413210.88128472056,2779905.8095662217
664672.0668719979,7630669.681844324,509813.6262412151,320432.1022036242,1874824.3744714991
459725.75134886923,14717980.290752944,2861882.495697109,545101.6494440918,3862025.083047193
162577.642793608,1488948.5358101379,1137108.0133267608,625419.9666271457,1710943.2851774679
223906.3691341321,3142777.355776267,844204.4340154994,813151.8197403431,2068657.8152802293
931586.4872818724,1317632.5824660915,4892595.230531672,420190.3946461102,2120734.700678679
538579.3922450412,6204560.514428951,2708880.944999753,982755.538137591,2717995.5437020645
101681.15160308902,14676866.113929883,926675.0871844646,549249.5409457693,4142435.894840912
821575.0890405591,10025723.804989774,2830508.0594746843,601624.7863625214,1465075.5843810006
273520.27331290935,5359166.430730027,1474672.6154218726,489870.9592898385,3342930.2318751006
768593.9752905256,12841014.86201045,1966441.5462777165,627347.3366382839,3260327.8073530314
927209.6769637989,1275856.6491772546,2730150.3087080047,441551.5013429796,1991965.0465191475
545691.6312421353,6673106.029664866,603869.6306096248,958866.20328704,3848932.2874347446
648355.2355291265,5755353.8772011995,4040288.843125881,696422.4087764157,3982494.6299821525
324844.36407967476,1624656.110522304,4465167.9452470075,815787.1876870418,1829409.9987851838
631325.177480626,5172611.111916948,4140858.4619226055,495289.3052758705,1192285.6034980083
95668.1192450199,4696947.1622029655,2675191.8271776563,805330.8807082355,1998810.6590352217
106430.64383470235,11315612.622067094,4932266.247900399,660076.582048177,519829.4466952329
90162.04058807966,15085447.453787204,1786539.0506587005,825769.7362252857,2642015.389888538
718583.9533005583,17480796.706415556,785139.531084607,176683.6957404781,2123046.5672920104
655971.903562714,18479378.376203742,4277140.594836184,684861.2097343602,2047740.8510331535
212676.89398338908,2437229.6710091494,1840801.484241593,572199.2650745952,1051323.751330813
871130.2224293003,13159980.257598536,1228736.1419978992,222577.301417773,4568199.463570998
116630.25453674163,2046896.2650406414,3811517.6988121774,709630.5398279073,3613154.013551721
437245.04156952567,11802890.561094275,2138814.0656221267,825432.2260721846,2990417.3469359647
528942.4724923997,6478188.030907184,3463819.5770506654,660666.0832333684,357042.612513126
388737.2216609963,3118897.909867223,1710322.8905593783,502987.5293968587,2492979.018825084
645705.0905094141,8344814.972611712,2474985.061838717,835393.7362068585,2487432.190820595
355974.1998492471,9567788.755351678,4248631.45681026,786505.8068263369,3792902.0763394185
578513.1220906966,1350813.8494690547,4649840.399483247,133581.675106227,2927467.611509284
87152.51730593514,3063465.2142856778,2864875.878319008,672073.6276342795,535659.5233240371
382335.30678295146,12764990.829721015,4529356.440591574,291076.74720976537,2950369.5693563847
295298.6631325156,7747091.933011058,4474612.984147305,918872.3394452453,367247.0992182221
766298.0333720573,4768259.833066971,1100378.7914261979,558776.8396062034,3356105.281778248
694414.7196119621,5441995.351688041,1107142.0423274618,282941.38600473444,945614.1678974219
650144.198154458,2212473.3536102893,2222656.263443916,196631.25629082412,688907.5130830932
275718.4435359363,19866234.266833134,3946517.9122375534,925883.2063324954,3349246.8438849538
83568.67448455401,14920194.38431738,1607937.6861515732,673657.7487966521,2422825.627932306
50175.804104836854,2302017.5697553083,3012239.544887952,976998.9489886994,340252.4270037039
706390.5435339201,2657313.389563333,1349223.5570121447,669662.6416251955,2170829.884256697
671809.7593527753,1372877.8820486055,897537.9853275511,556400.9918793997,2878692.284858715
271971.663442836,15162555.08928053,903360.2705126528,901622.5253859577,2051912.234579841
443445.28825452813,11551844.997581843,4210664.746455878,348113.88180334365,3485377.889637102
472218.07690910524,12646052.108154004,1158032.9600723842,350300.82134803967,4712242.374530234
291270.84248025715,18502342.668147076,1501931.2378813224,131006.73316821572,151632.05821701052
394161.6586268299,1847016.5526257642,2252605.9089880157,636186.1403697642,379206.6218583454
412971.8788436123,5727953.995746329,1924952.4508554651,839041.1884040913,1433874.3968612691
283081.0197618852,15213299.987492932,3028193.9125709496,254833.09918803404,1702773.01381256
535923.4279450426,17633015.903333884,4318634.537746911,835679.1817673588,3926616.3964083674
754895.7736317726,15570881.705970293,2807154.18587467,423402.93379430764,3632722.6980899503
432926.2992382663,14120609.05608556,1998137.1634448178,251334.07796905024,875486.944096241
355421.69116476434,2846884.284546772,4676955.037868366,714886.1774789203,1838903.7145708632
781421.8212304154,16461251.219123762,1287069.1530347185,853465.0684509351,4400648.073403587
232620.2676666816,1505280.9425605673,3994776.855421128,904534.532638098,2210904.5881729997
255193.93267776634,2342181.695135842,690963.8789362762,505537.550790945,4039251.5221400363
580543.3302701373,7031026.388239174,591942.6580724919,289622.0036524226,4168585.58838472
564172.9544535079,1885192.4610618178,1162545.4625254134,554824.0169705502,4301492.7105805045
217071.14091421288,19741801.118080527,4837052.617584943,401280.1814625508,2412759.0360986306
920744.2086777119,6301306.711211739,3044867.2847274975,713854.6932228539,325678.89849896467
826276.6341965263,19849716.213838782,3083230.287270184,271928.36231520947,2461215.1969971997
487093.38202708506,10349120.475265104,3298478.0752024287,228349.38047535534,4609006.941747922
645118.039513476,5332906.518406142,4298851.16826156,814540.9458197806,1652051.1229999033
189749.4878518382,8124421.75596658,3830034.546993115,348806.29419840255,4592757.5094773155
194657.67864251477,15210827.320559826,2898057.3820443135,545340.6096810765,4393803.911693112
797894.3517342531,3301125.339932827,4677221.220166085,725273.4484529056,1188947.1194154348
592228.2223705399,4154882.325333024,916667.8736701338,902188.9306957879,3608290.82859752
544975.580249255,8531697.960705072,4373921.831461545,679598.2320727593,2328882.7996134036
829263.4283068157,16974090.712598562,3155393.7469211756,690019.2925546711,4362530.625499227
957728.0718967202,9711368.34356681,4541721.273534977,472419.2086884278,2490195.39801017
518670.73349585576,5868305.652977777,2069171.1498444,365134.6035890367,3147335.1598530607
774584.8338565357,5857577.491306984,4538432.528389032,922740.6768971458,4695413.312649188
741565.1379609592,13486960.403555129,1118797.6231555245,876655.0290513188,3696462.781249363
973483.9047325465,2455052.6537306616,3867371.4654709008,168050.85329869358,4584556.626435808
506175.91007687827,15530549.302173328,1069093.9131482372,229039.89693591447,3026667.2798391446
743599.1419764613,18188748.5694485,3302459.004875953,266995.63813935296,2111207.063284929
890036.090696368,19237516.876237173,1563146.0746500238,145599.0557052074,2736895.134808695
85053.07974709585,17011826.55081757,3108702.9277113318,436909.09397817816,1391824.6990893544
814336.7308141044,4498664.028123807,1021894.3015929726,703516.7258381799,1383793.7096320712
516401.6999744778,4042827.462207822,1796031.6471687614,222963.86288540292,1727788.138382501
337559.48475724354,14767899.87495776,1574978.4033591575,793490.8817826356,3718292.6846828773
592783.7810114707,4280668.90717818,2993090.579791095,696853.7457628234,2774977.1879401244
584808.5197415142,11619470.223084262,3057152.5800501187,385181.74353047344,3479427.259098953
195581.8381803859,9761379.283327136,945394.3031970488,133963.46075394598,3592285.831715014
59894.15991500838,1586584.2624315338,2695754.617999776,276669.337032802,3448485.6652240776
336162.2946256679,6982459.948266321,1971440.3701992936,771848.7854322223,1642661.0531579778
147076.54322332516,2999893.550637969,3456698.7343588546,170155.012852183,2772125.89738853
96533.47621730267,15314169.859673541,1319345.5594317734,418529.80717392324,1634414.1517403594
244779.87114191637,5316610.561427223,3924184.599719097,907381.1154877024,1098632.9787899293
222077.3034102881,7568670.193051746,3980404.203091212,693396.8732562317,3708255.086741546
263952.4590663584,9690752.482076686,1883837.3025584284,689606.9312375595,3950728.096977516
859700.6476130028,1509901.0536133298,1781573.6778710838,568509.557997592,2466615.0088259396
481364.01198938274,5212292.328354832,1311077.194228627,473688.408076583,1947669.1957814083
307124.0888722259,18761590.728463396,4792451.520839079,156708.92542573676,2329606.5964392787
943164.9568257148,5835994.452423287,3523021.269277735,826078.0819276389,727802.5598787196
232248.08884979424,12107832.971026018,3513619.190424564,177085.82375545794,972431.7346166268
847665.2294677196,13320007.783905048,3420300.5197734265,266905.50235250813,4873452.407456839
588659.121026664,3041616.5695923315,891860.6539120477,566880.5019223422,536052.874188551
465322.9190301161,3459185.570616122,1110234.6786358878,681337.9074784856,931724.6357872412
625384.2984541833,16906325.585219678,2316177.443852714,128925.72942807329,1563458.0646389867
257341.63947273293,15572198.341875572,4057765.4545153677,559943.0526330199,4732180.331778212
56928.048205809166,8438471.620214172,1186595.4931939347,705297.5926569311,2270576.6501348657
591312.2650581506,10381805.473108305,3367216.2536464767,937566.5003327744,3506978.0788471405
619639.3196017878,3630514.311406701,4979587.599500848,962360.3156139638,3271021.434205149
849768.8174744641,8695027.428862812,4260605.737298699,793517.1277254184,4537800.619344724
95806.21536629145,8906654.182506002,2262863.0703954278,944147.5484855197,2109128.9847914637
88240.83683908884,18710505.459793214,1554987.5481897441,825296.7434721959,2283580.677121555
513039.1678068353,17621470.399451494,4912332.334973666,990561.52897786,1841486.0210101837
381485.55979386525,19597081.834924754,1455070.3278571102,383505.86381661904,184728.11010595137
671927.3859202641,11593227.437746909,1290463.3914504182,159976.6251873703,1799837.9794223227
314667.3482255208,4923961.129267038,4247329.844679158,546492.6636962146,3108142.760053035
242911.7429652149,16522800.931590585,3180659.580260978,525486.3667741766,2247632.156611823
884792.8106998614,5582516.515481434,1205398.279755035,139431.04758124147,3609276.6172119123
831501.783063592,1771434.114439073,4021497.7866600263,415388.14097570605,1815491.3406773254
108016.05204549203,12693572.231451334,3222180.2707968634,767312.8282394514,1337160.864463424
847678.4991198814,3990765.234204429,2318625.396810062,564428.097993758,2656687.028452053
995538.8702807461,12881237.18299585,4245659.1065126695,312545.30535866925,4380708.1879468355
550755.6476356814,17785328.450797517,4510396.537755738,328960.3261622612,3652671.908783938
881237.1200921359,16018761.510327622,851871.3417829768,637242.3129287505,2667620.377041102
850453.2156698391,8335959.036929324,3149337.0661743493,519642.27951327775,233542.726547912
912628.2342335052,14363373.74841328,2700513.0084314104,963474.2006254691,598368.0290979617
607746.6924162765,4096450.1479338706,4722987.013512231,760265.8898570625,3614468.368153818
987087.6567872186,3016189.8431914,1832583.5418365211,681276.5106831902,1392100.836336231
131413.62541948067,2940732.130168109,4353585.110198582,166689.1447921636,2414272.4736712724
532980.39899802,1492060.6533223698,4692879.415258288,753060.3171104958,3118365.925239466
546067.270386903,19164286.71800479,3464737.515622401,223285.17092729383,1696064.8155833592
837598.4863439479,5699484.098869414,1691255.7518576386,407852.2553709862,1362222.5301261696
361756.7614476903,3728136.7468668236,3952354.049322463,299194.6392578797,706471.9523011274
979791.8249811995,4474406.565716693,3023544.825306722,173188.69309745007,3811198.8430401543
115390.12837119146,11883791.826181503,2656542.380095811,592979.6614085585,1420598.028738931
229950.36470037096,18601600.38477749,1729243.9085381082,183023.6199589611,1684041.0271613377
301761.83521498006,11548481.459666522,3167572.8038429176,656545.4393080187,4582019.393254831
809945.3925101941,13868037.105854036,3010074.538875733,272553.10783614975,3309832.0229584672
881116.0514056307,2598047.6316183694,3383505.5517721134,447187.8033005566,386272.8637224185
433144.16500280716,16209132.217903633,897451.1826683986,563853.9683053162,3777317.1276081754
228439.626799632,7911035.7921223305,3723707.209280006,320675.6152392277,923399.5475260541
848985.0730146954,10966466.444349842,2211051.306636977,162125.79420317026,4686387.798736049
509920.66297997185,2423162.5236448194,3177466.4613536815,454569.16644016985,3976712.225608721
923792.2697822815,8626394.572960276,1194906.6151856938,689055.4242057458,2513355.767807936
521435.58012249565,14514553.71146475,2778937.9593297266,847476.4032419244,2297823.6982793296
842221.3180776216,13789918.886914454,2330645.562017517,352861.97530960693,2546875.567846093
147087.36174993275,7849094.2806070065,1779666.4431447252,665311.4133639783,4721882.028459406
328537.017344876,13192083.763926426,1187627.177588107,344135.059725105,2976931.860135792
968111.5789156937,14779502.334598396,3162719.3642175137,610807.6134834555,588954.6432617859
84469.1324893295,8031036.483804789,1677308.5693590369,587542.4672888326,1662273.5399322412
899214.1231858209,16589325.660578968,2803944.5939557888,542004.1212076112,1080203.548500558
743840.4360602966,16910033.62359202,1687978.3942697332,558433.1164842376,3229773.3217308335
867275.248314589,5119876.024771068,1645379.9132942192,974137.3575319904,770152.5096876939
713831.0500577217,4478140.328311093,3336331.555148943,576285.1663589515,4506050.14395817
813315.4390676045,4369530.523495151,2415201.0168746724,434939.4751150771,206977.45008419766
292287.2513056769,18221769.260585666,1662920.4139402078,596309.7237781968,4011187.8278725063
269283.42467384954,8835870.675414706,4718212.891503504,616793.5781402419,4294012.6730816085
282777.9022134736,13295771.787036432,2289619.9458665433,340942.61815921543,3649925.511519508
868531.4507464212,6084607.636556856,3047051.4244113653,932662.748707249,2890859.125396479
618612.7089182434,4172244.4554432435,3683588.540132369,804702.0588920641,1877933.8957491238
267136.85705972754,18492000.079408623,2179830.501417488,823555.1545906116,1337167.6817540019
594396.8880451835,14216692.482363923,3389249.969085244,154578.26638422342,1716589.237622186
184171.72476873052,12211933.89150165,3292462.801917419,562046.7279575435,2485828.0630456354
683240.3978529262,3412064.4665862876,4247006.026924319,409708.8880885305,432000.780129643
908803.3413943463,8109494.13528146,724270.7807729567,886590.1124310148,4158183.3535779105
386596.1772123673,4744346.018836226,3563868.756514009,682502.9845574066,1168495.3066870186
358749.0361182206,4684993.953441938,4462356.013928363,498389.6405409076,1050738.4544720391
241914.05287284203,2534577.3235558528,703605.2726873221,391568.4913336697,2053336.349989335
899521.3176945793,4834287.32620555,1478532.209913196,291410.4612170524,4766978.755788463
592530.0121512492,11828892.280982642,1711179.0787881312,255414.68461748026,3108657.59783446
959702.9593515125,12311867.000995414,2740159.890176787,413445.4501119431,778710.940085067
737145.0740050105,11611814.074544009,2539973.1894758567,264427.68856937217,913591.2374963982
334351.9279454461,5113466.513653012,4302646.128607041,107783.31810215935,2945089.814518292
197763.76228754816,17127606.412098028,1603748.2429159414,484332.800918857,3974450.6202279106
842564.3823405858,15073784.94183657,511130.0590484276,363747.3391904391,1824350.0215941223
712695.5982116559,10842754.459956318,2783475.482620731,126639.47505666217,1616233.349619901
228091.74910921324,7726739.52262451,1685013.2097195247,984292.1643632445,3942599.0528144944
701069.4253313353,13133758.263463862,3656371.980678696,960652.5309035012,4012339.0210876693
741895.1102268706,15597823.369536387,1663848.8269797629,620158.2786714338,1240123.1247914021
60659.89936915573,18951500.15528114,4019049.4771978064,729578.5943621395,4013922.0948752766
903841.8764738882,2653836.9680303363,892520.319575768,566694.9768067047,4191733.5957530513
772987.2583195653,3233430.3886830416,1357750.2796538833,945673.2930012214,384675.73220292747
351239.97100845387,3012011.4452953488,1981206.7499855119,591593.5756713361,1378315.904234781
189585.8937238486,2292253.2545064697,3530674.937176937,154610.1144588912,3959711.6358660995
741449.9376982263,13360412.846993905,3088418.933839794,794980.1094607369,2957633.055796077
918648.9759398111,1863808.152822772,1198936.8937257237,128716.99225497825,2347600.2446407457
725948.3665141832,14653330.126692563,2834446.6392087764,275339.8653308989,4785264.193371874
488506.9402821704,16381766.938904665,3953870.7543046116,880782.606916253,2932637.9702939806
478324.13052581565,16610818.675849942,3879336.5114481933,343894.547048371,513306.54231222125
627628.5549547595,18583089.483116325,1675170.241905727,528680.3178067917,2522989.0530570033
783995.0788884787,10873956.138680087,4041437.141125692,170962.104599661,2886563.3185475655
946826.0007822312,5710727.996353064,1796529.8026374762,872249.485380894,104016.14102537934
152800.1557768535,7350316.241869295,4980222.1476945495,661694.3796645649,1362829.7823991766
403972.57526693406,17878003.33503052,2495566.6632801546,149752.0366267707,4234100.93612919
751736.134087537,9563219.269470463,4714703.4659334645,849363.8410048697,446112.2762498383
824326.7182403043,3410523.9895157893,4003874.3987854216,262834.620691716,3612291.325393528
59350.71863758363,9611169.16822522,4307680.532412899,215084.59834733733,1522517.8582568448
599736.2927513843,10237708.43869129,3982660.264860354,836452.8544330556,4845265.425378441
423553.1818668568,2694745.2399132606,1103913.2760056427,633064.8823102079,4502050.701136039
985314.7804278781,3492256.824684244,879529.9630911794,231733.19735508208,2083479.4752919094
223404.76654992043,13066230.744490292,1740287.6859392005,359993.4172499387,3450394.94140457
357835.3639422677,3274223.0392226884,4434144.389113383,889408.5330525602,4863019.422238249
195715.6342107421,17913201.14788078,4082379.9927465483,208322.88902750151,4341485.027610189
874979.5585295791,18782903.607648585,4773041.5055121565,166944.98038480326,3218709.506212974
158126.7427878015,12972641.735373871,2107810.389514628,848533.6182526934,4721726.492986898
486943.9109794692,7508556.2878237385,2625391.812263095,546733.4018755209,3108112.3150069546
750301.2014655409,11675366.72140421,2921105.4952657367,465663.9320377928,978459.5087467495
650191.8267885528,12901973.18384221,4865553.194621051,574813.7143243528,1091412.1658312285
872152.3485881995,10824337.144851813,4308958.955075724,948071.0051723185,2985354.7789732595
69945.04021338154,9134779.316902496,4985430.112348911,116978.74821543002,2487474.8254642007
795364.1812247037,9018853.059046954,3619138.621991202,365804.5568772886,700899.980880974
495214.46965961164,19785350.724364184,3158652.2250644243,635315.2120539452,956500.2144401701
615708.4005419944,12473013.912056876,3742165.819733507,474476.12380310113,2176186.6926035294
879763.0704442401,1638966.457855694,562652.5690042396,935607.9384768913,3489610.958085875
283575.1563135701,16289937.742151253,2390427.907934904,313621.22027170507,4619491.101012689
631949.6988249687,3728123.882445421,3184023.877327676,335014.426881522,677784.7039977738
974089.0351131002,7011161.665768325,636213.4194456901,532839.0016164904,1316043.2200741274
120165.89110145922,13861118.171819128,2997154.0095852427,378489.493519729,3136839.265800775
160209.36610078072,19795358.821437467,3738089.086819554,765852.5720457059,3577541.940479514
407666.0539303912,14112945.078168264,2071898.370343332,250475.70292083893,2601058.5040777065
818413.3424266062,9694062.53351324,926945.6534094898,623362.5269374745,2802489.554381418
529510.020055377,14712136.211277558,2349873.879525804,919332.6233826918,3719635.1199043375
211351.29754316932,15612402.570159422,2022553.2693420777,547839.703909978,1234817.9942140419
907370.916149322,3607108.4150028797,1115471.4204938924,183266.6288775148,2299097.2189543373
526754.968657474,17620944.40451733,4565635.7103054,596584.367850529,2091666.4636426575
761847.6611776301,15254348.948677571,2599909.3456903826,387099.0388521097,2725368.5063566067
364661.69031722157,13656597.671419421,1400597.1814496443,252019.49852983182,1633691.1635065482
990710.2544403516,10448576.201882178,1673217.2281875666,497868.36415835936,1936110.4527240302
213224.07510275298,7200194.895418543,3199843.578807593,522391.87916518905,3817422.112707676
85456.77118142135,3799044.396691457,1712695.9350362765,294510.5017743357,1128563.616559331
205213.53994982928,5873164.8559948625,2862247.1051503676,176982.27531111683,2046279.5405323564
807029.4323231389,11108649.569377769,1373279.245666965,669781.7332301765,4779471.808837876
458738.7095781405,6297671.068432311,2113261.4146659933,831663.8075744091,299070.40037310054
171657.75888391177,12628792.149911543,3116699.452906733,149299.11979501773,696217.0777453224
936052.268580096,14518645.820856864,2074154.924570988,796300.4728501845,2161238.3329554712
799803.992803714,5905392.851115372,539728.2396630633,897587.9518892213,1263957.5785829634
525401.4226297055,2794752.3524725446,3430798.13884792,968029.9948367381,3518238.761138615
960594.7370246071,13092740.858830191,2539011.116441308,441388.74955804873,3756333.4293942014
826070.9366788499,2712070.5595397092,3170508.801452591,922128.8296478067,4767149.247067515
742427.3210127521,6641504.286526798,3810154.7010701885,345161.15436002787,962573.2329386491
190492.811693262,7935391.207936687,2031155.4252505228,673790.8884116032,2485736.669753456
672354.5279860244,7002728.603918591,1619935.8619676796,657703.2632597619,1091039.6526470205
612965.8980695205,15832450.488747763,756633.258327916,479646.505609368,1083795.7632477768
625375.7027083446,12031170.71503584,3682038.567019877,689618.2195631354,4579976.64381096
455687.57597850834,18457363.652910072,3361310.8545386116,783920.828829068,3427096.8736946504
901859.9535890835,18426105.077705644,4275093.138286244,539640.0247900968,713090.1104104918
688741.8672778987,16780280.980758164,4012056.6255336204,194436.49746833398,1400057.2369130524
160392.38472376182,4668069.718324527,2535966.6080672145,847707.7473629469,1254260.8592339822
503758.4889700946,18796490.855055522,3813430.303261028,891550.8646768718,1481595.8106369206
749507.3760019384,18302889.567740824,2748198.4525928977,880521.0428728975,2258099.4249839997
796283.2378542485,1414780.4625849128,4362400.643721504,192493.26654014218,304194.72138746013
998323.4982212856,6448738.482891375,744238.9843615755,330715.4854308143,2682496.674629679
929796.1969404231,15380303.979274767,1044747.5187341148,127159.67274375787,978787.9378190131
210224.26281478576,4913154.079539014,4952637.909313115,469973.04742532707,1726967.9851979834
394333.4687452359,8546863.79827429,2445475.269871633,602173.0723333145,605762.7350635463
702929.6391745312,15035456.765856937,4842809.229119992,881018.8322283778,4882126.297064544
70924.1535626388,5593601.111981569,828209.9871178037,826755.3095232174,2431032.518047148
740831.0753730614,15107263.655601364,888596.6910911079,620615.2092282875,3674321.642030374
80604.8512702397,4646297.077105263,4006789.236920251,240442.33805980076,1276106.0705722047
317631.88747940725,12228475.877544457,3232505.0916846413,202700.67390589204,1251410.2436214976
484036.2691817178,18763304.007212397,3241524.773799167,723761.9226570862,741969.2764062125
221085.5524064705,9941669.50957731,3671512.0560900597,223640.63204815326,4606886.39959629
965663.8665600778,9466125.646501115,799900.9891287212,222042.89717594138,922545.5735402696
532464.4983672595,11613452.661459416,2624976.9733488434,997428.433802507,4887674.887509355
871382.6326798507,3829665.4456300167,1264132.5602859193,111591.02466288622,4595401.4943449935
587748.0643245444,17873488.292827774,3096783.424449119,565562.8193855947,312245.58886924037
114087.26903453993,12217005.162330523,523048.2796149157,787653.3447039928,703166.4670588579
831568.8930738093,13814905.103731299,1745376.9930817534,526441.8414856233,3651891.8097801725
457071.60408230784,9689598.92722702,3210804.2575592357,334012.49370197766,206663.0080244976
978964.833196449,11540574.503963148,3786424.11706901,137572.5688160429,3918167.325695943
214979.55670859467,11420937.651020523,2113942.4135491718,373050.737113844,2329632.2403957224
567809.4460903736,2034835.8608054747,2112569.900405217,492390.9890237192,1620206.8778082228
607064.4021116801,15825518.78140511,1261727.719230739,445852.3019069761,2293599.4867514926
508311.5681745824,17215696.53030251,1529848.0769307087,475337.57339437463,3042058.445665944
97948.87134510117,19582993.066199895,4990327.65762908,987612.4953544218,3788439.706196782
71121.08775265027,5123319.300373286,4565231.942789644,865414.3759475355,2725286.507653784
168041.42617301323,1749593.4982123217,927722.4231091057,475108.4305453942,2773586.381472919
677124.6671316671,9052025.159151789,4581080.789711373,291163.27250410285,235083.32664462662
857280.5497145776,18782971.32546355,4100717.2201823224,489722.2165002564,2598150.4530822285
197489.04140890363,6277403.458309979,2555423.031985102,357381.475957881,3286189.6002224893
231618.9707787616,12989055.854341919,4531290.7203257475,534209.9814636797,3108971.1469365996
870675.4790267585,1225921.0952852278,3520419.949040971,294854.79274938756,1161553.4145394524
759511.7426249948,5965212.69088103,3581179.636484085,785757.3689026756,702281.8649620019
284871.39040215884,9048672.650153212,1564027.9357820037,391532.35280326824,376534.5499507378
71007.94298922739,5061532.812032398,939673.94292714,150627.5561239554,3048084.5854698992
430005.22560500575,14305692.0466913,3705386.917272622,901878.8819288696,1527228.2923725473
941925.1843030924,9842643.911134332,2246641.5412816014,468075.3475561921,4180332.145222052
768614.4415043627,1154665.6390073074,3140805.7614870197,395378.93120063795,1199752.4919520263
476679.9192187269,13407832.172710015,3801623.8267764905,633067.1697122371,2843053.359376746
786138.4869954113,10523422.743316885,4957101.310737628,808475.6588002201,595037.7995056736
571866.2320377668,5999611.180510968,4933103.5845563095,313071.7367946982,949403.2650717049
85474.52575532271,12809360.76164622,1456142.840761961,668933.5401288408,910713.6517030186
216183.35951207968,16855952.74505669,1612169.9517881754,732925.2494111016,3946387.659436443
66234.9463723669,7441180.533850799,3563817.6328609525,660777.4503540675,508072.4484907898
112172.2921622268,2184670.9922842174,1658814.4887542175,264009.46654727473,630377.1469181625
132458.9308421879,12489930.33241225,1264588.318307661,793917.4096929928,4837043.8533197
56038.876713517835,1860323.059180615,4757254.116439905,423302.6188423244,4051497.5282046488
303921.0585130211,19206915.056124095,4941579.376516924,828065.0732775955,1030936.2401697689
311220.805679049,4698522.6263994705,4920212.428301134,954000.5982820139,4618244.203374989
213963.73811260422,2879835.041030066,3314948.8452236736,719818.9158969534,492642.78800899256
276526.31570621586,19920374.264047213,972284.2214074691,533208.9630500124,3944303.3596886215
517492.73883367045,18646141.67535211,2906522.9581466713,118328.77843964801,4500962.30162187
755528.0598656329,19774491.269222897,4374363.531122673,512236.2806405379,4883392.975382924
875484.3199441932,17869428.272530325,3063528.481976323,477630.25809500937,1155768.7062624453
651262.6669655084,17944570.580920488,4188891.7197729526,677970.3523951109,2062235.1870261799
837474.4387009096,18920904.194773123,4248198.368641537,426090.3154319882,162739.8074823817
100208.85077868834,5085833.192055825,4155392.330644927,213464.0978081368,2690257.363934609
750079.5325076333,10120211.331058748,3516079.335767497,651795.9281733541,2050861.3264555386
355665.65037471865,9906188.032193594,3952027.120820099,890249.9741246679,3951914.8662630175
633736.2418706132,16841434.313725106,953008.4484702509,790393.8464575054,4593165.219499345
713903.9950486635,10185854.267229708,2780638.618499843,428297.24323530257,4071024.7106304825
967492.62134888,6167822.141269554,4569335.469399612,286509.06845812744,1577162.2942505816
703367.7682878763,15963983.973647665,4948786.939736686,111945.13247495022,4432181.255752673
637376.7100380773,4323989.377609275,3139250.693288358,765944.1951955503,4968729.619629523
411577.0352882772,15614437.195478901,4864437.098404925,910986.0111028072,4799612.347134477
806954.804315326,17281373.361121975,3082928.0115389186,608864.6322514,3595535.984574661
367317.5431377597,8797188.832091551,1448478.3262571874,169888.96202879417,1055637.4930938534
240574.22263196242,16959137.167673998,2450572.1835662406,113650.36751106268,4968691.258672517
183216.63743097536,13816599.18978494,997108.9135776407,733682.7983736012,4188396.4696559026
